"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,     "rms[k]"     ,     "rms[w]"     
          0,           0,         259,      -1.670826913,       1.242626862,        1.10736639,       4.180817247,        2.82644269,       3.221023936
          0,           0,         260,      -1.665869378,       1.245893595,       1.112467688,       4.186081724,       2.830949769,       3.294149885
          0,           0,         261,      -1.659988059,       1.253715894,       1.117270368,       4.191891164,       2.835422364,        3.35903659
          0,           0,         262,      -1.654180922,       1.261226482,       1.123172616,        4.19802834,        2.83985304,       3.502689466
          0,           0,         263,      -1.649711823,       1.260831284,       1.128622464,       4.201890525,       2.844250463,       3.564606425
          0,           0,         264,      -1.644662654,       1.263508304,       1.134086235,       4.206942515,       2.848648647,         3.4475682
          0,           0,         265,       -1.63952376,        1.26690004,       1.139487466,       4.212046771,       2.853045308,       3.431158735
          0,           0,         266,      -1.633945332,       1.272653712,       1.145140465,       4.217561678,       2.857377222,        3.46863231
          0,           0,         267,      -1.628571845,       1.276813004,       1.150468316,        4.22300604,       2.861646709,       3.487658235
          0,           0,         268,      -1.622729692,       1.284298234,       1.156384369,       4.229307549,       2.865854917,       3.530489331
          0,           0,         269,      -1.617296509,       1.288392345,       1.162072022,       4.234147355,       2.870033563,       3.506529276
          0,           0,         270,      -1.612454851,       1.289161933,       1.167723059,       4.238732004,       2.874032999,       3.419831816
          0,           0,         271,      -1.607270145,       1.292007306,       1.173555344,       4.244337942,       2.877608185,       3.291522478
          0,           0,         272,      -1.601568616,       1.296722685,       1.179249046,       4.249932796,       2.881141533,       3.363995628
          0,           0,         273,       -1.59565445,       1.301473372,       1.184783382,       4.256030167,       2.884635637,       3.361579775
          0,           0,         274,      -1.589479057,       1.307340043,       1.190814568,       4.262572117,       2.888114933,       3.427810196
          0,           0,         275,      -1.583175549,        1.31244874,       1.196514174,       4.268895155,       2.891586491,       3.485076166
          0,           0,         276,       -1.57725694,        1.31568962,       1.202251427,       4.274642947,        2.89505278,       3.434355526
          0,           0,         277,      -1.571069242,       1.320133445,       1.208051214,       4.281022326,       2.898481365,        3.41604841
          0,           0,         278,       -1.56450259,       1.325916784,       1.214125734,       4.287723102,       2.901860006,       3.445153703
          0,           0,         279,       -1.55814651,       1.330796633,       1.219798328,       4.294074115,       2.905251555,       3.489300685
          0,           0,         280,       -1.55238629,       1.333553423,       1.225639721,       4.299608505,       2.908705854,       3.420678278
          0,           0,         281,      -1.546339123,       1.337659593,       1.231610886,       4.305391573,       2.912207345,       3.368540035
          0,           0,         282,      -1.540218865,       1.343345331,       1.237258436,       4.311582475,       2.915701701,       3.438220884
          0,           0,         283,      -1.534346043,       1.347783083,       1.242563487,       4.317443864,       2.919163499,       3.449261968
          0,           0,         284,      -1.528673537,       1.351146205,       1.248619072,       4.323102086,       2.922622431,       3.409730464
          0,           0,         285,      -1.522956118,       1.355053364,       1.254663575,       4.328690492,       2.926072358,       3.392066828
          0,           0,         286,      -1.516999872,       1.360386839,       1.260440362,       4.334743298,       2.929474165,       3.449926411
          0,           0,         287,      -1.511288607,       1.364554629,       1.266006343,       4.340635334,       2.932853455,       3.458093991
          0,           0,         288,      -1.505933278,       1.367110847,       1.272169609,       4.345717789,       2.936197999,       3.400951129
          0,           0,         289,      -1.500623648,       1.370594261,       1.278162977,       4.350825378,       2.939504387,       3.365835693
          0,           0,         290,      -1.495121491,       1.375680047,       1.283763175,       4.356507296,       2.942773706,       3.450812186
          0,           0,         291,      -1.489893216,       1.379533977,       1.289037734,       4.361619173,       2.946004967,       3.446027463
          0,           0,         292,      -1.484779769,       1.382497914,       1.295060947,       4.366528425,        2.94919454,       3.414517321
          0,           0,         293,      -1.479579704,       1.385912506,       1.300988216,       4.371776893,       2.952336432,        3.39826512
          0,           0,         294,      -1.474246217,       1.390528408,       1.306474828,       4.377044067,       2.955414836,       3.458208383
          0,           0,         295,      -1.469026058,       1.394176811,       1.311818516,       4.382200657,       2.958425399,       3.468502762
